Date,Close,Open,High,Low,Volume
2022-01-08,156.3979567605522,155.80050561337467,158.91242168551813,155.6414381280656,7472036
2022-01-09,159.61392809749282,157.73256960726215,162.02236090196632,158.2737486913849,4931792
2022-01-10,160.85776002793853,160.33916651020698,163.740520468725,160.48741043050745,5367207
2022-01-11,159.87884232743937,159.0195287019615,161.48664756399572,159.2609022198085,4581877
2022-01-12,159.45466231128702,157.7092018103178,160.92014920926675,159.45183206548413,9043732
2022-01-13,159.22809880037187,157.54423166678825,160.43376040004406,159.1103036454259,5297255
2022-01-14,157.0120272035954,156.63982436790286,157.473100332128,154.08017573406462,5149570
2022-01-15,158.6624924410439,157.05720582145247,160.38031413968997,157.9354313556336,9694353
2022-01-16,159.3082882503585,158.3919144768827,160.13932582333643,157.31835612184648,2779892
2022-01-17,162.46540464101446,161.49946689684376,165.22932717765337,159.94810554461563,7363634
2022-01-18,161.15413848908716,160.88717854425528,162.90371090191846,159.50215711137747,8252270
2022-01-19,157.0506522105032,156.88944918298893,158.82917275202752,156.59121871025133,6518225
2022-01-20,161.32876526459796,159.87288665065043,162.393539247229,159.14441595258947,1920243
2022-01-21,160.0082808394135,159.0153585347029,160.16424889534662,158.20752660911475,4421103
2022-01-22,159.51638562585433,158.64268422062398,159.61161692197328,157.3226338578122,4402410
2022-01-23,162.17925929924291,160.72024284193813,163.4492647317025,159.87001943067165,9809609
2022-01-24,163.0974363101582,161.566410512176,163.35113244444992,160.17120520710395,3835309
2022-01-25,162.97134596262435,162.65352962728565,164.79188682924476,161.25065612254423,9400944
2022-01-26,159.49748542985157,158.27703513089628,162.14040444677053,158.47256209177976,6058211
2022-01-27,160.61838907618576,160.3476809116304,163.26713352574194,158.67299540548504,8422244
2022-01-28,161.95396889644385,160.45121872438577,163.93110512684055,161.748646768716,3958963
2022-01-29,163.2908755647395,161.97696525220522,163.9245710591583,160.59868360977475,4191319
2022-01-30,160.42347937471797,158.51025013255105,163.0124698687946,160.06533634070337,6042486
2022-01-31,161.04623987698824,160.9083238442754,163.70452018292787,160.06271136333078,3979718
2022-02-01,159.23429747161205,159.12018802930953,159.82425822647093,156.7870613297337,4768553
2022-02-02,159.07763953700132,158.51326538761492,161.28991779431334,157.28570240200918,9677980
2022-02-03,163.11186573839555,162.58845437092373,163.97142438517693,161.93095917756324,9403037
2022-02-04,164.20973556851592,163.71577797037193,166.6176565055747,162.78942859039086,9325344
2022-02-05,161.35736495882577,159.5448557977837,164.34907865853657,158.79372277921922,8717753
2022-02-06,163.5062811166929,163.00718871699388,163.59635913268107,162.48626795851322,6426967
2022-02-07,162.2140340579566,161.67013460569936,164.9061316553294,159.6050850035201,4476808
2022-02-08,160.18580586740075,158.66700934256482,162.05369746819673,159.92140257447068,7917571
2022-02-09,162.17788071326723,161.27840102836615,165.0980285707617,159.84748540164134,9341219
2022-02-10,164.50399553890333,162.95057442499296,165.8990240914826,161.96135263973912,5394203
2022-02-11,161.3229239591225,161.19219164399374,163.86508775083664,160.7774710006105,5622776
2022-02-12,164.48437356572978,163.509231178383,164.67155577152462,163.1933339686132,9596108
2022-02-13,156.07000259129913,156.00277539093256,157.07583974153403,155.57350326730815,6214802
2022-02-14,162.90164428580752,162.7763378788968,163.10269389906114,160.78183189882486,6556452
2022-02-15,161.3742672596747,159.56139235298588,164.3002966601119,159.76822395548973,7664102
2022-02-16,160.53853087610707,160.26004013387188,162.9894525979226,158.6325608359821,7865999
2022-02-17,161.25053320115438,160.18569183660395,163.8081754648923,160.66107230028575,8562635
2022-02-18,157.01649225221183,156.1943010470104,159.83038794651353,156.3812546660546,5435786
2022-02-19,160.47111954485885,159.77643289234118,160.7264300032182,160.34662756832913,3862750
2022-02-20,161.5378026109012,159.73813591952666,162.6945953884412,160.571600005314,8085757
2022-02-21,163.68683033248377,163.6431835389328,163.89993499961577,162.00759634848274,7785932
2022-02-22,159.59639050193798,158.2688111295868,160.22876980658805,157.022585759946,5906526
2022-02-23,158.91233316779906,156.98554429937195,159.6004304989121,156.911550825423,3578305
2022-02-24,159.4167767584728,158.2964403915491,160.82409839161554,158.11058778827353,2255950
2022-02-25,162.1367303147003,160.2630853906341,162.94241681706123,159.27736997151789,9277304
2022-02-26,160.84381539285772,160.7392996342857,161.146749713311,158.68607979113023,4696458
2022-02-27,159.00202213908585,158.16443550093754,159.50449540636816,156.2115265304982,2615270
2022-02-28,160.95824274509383,160.43792716316972,161.4000694357501,159.37547882527733,2089100
2022-03-01,159.99106115212786,158.52941922216638,162.91029154586474,159.21434832774844,7445860
2022-03-02,161.59452707608193,159.63193289508743,163.87240459683736,161.43604701698777,6925803
2022-03-03,158.10869791885608,157.5956377939676,161.01198231466478,155.93044336440454,5675195
2022-03-04,158.70838891108997,157.40003970814183,160.0276103706137,158.34447991707336,9131526
2022-03-05,158.42585714381065,158.02966187829117,159.2609625887986,157.51753175899475,9957541
2022-03-06,156.12496688673633,154.99430637759312,158.5198464783639,154.52755416308463,1384903
2022-03-07,159.48183850240227,158.5539735290256,160.4606002565257,157.78858873906302,8609420
2022-03-08,159.2451049690804,157.3010943098173,160.14325509019642,157.44335537811898,2768407
2022-03-09,158.5625332637719,157.34547871837898,159.2600512403954,158.0637672727228,9105925
2022-03-10,157.9084821802988,157.20946943612515,158.2975191149715,156.76926996583384,6521980
2022-03-11,155.36842845749874,155.14023688772286,156.13781764054903,153.51684577614785,8249433
2022-03-12,157.1756838423147,156.87319018484482,158.24164308773635,154.26622724841334,6125702
2022-03-13,157.14577105221764,156.69513719231517,159.16775367665483,154.96287763911857,2540710
2022-03-14,156.03742445847598,155.53549113579538,156.22511898513434,153.2696131871941,4346386
2022-03-15,157.12687424240588,155.4256421267236,157.7583950614019,154.84023806746333,6783877
2022-03-16,158.0618383431803,156.93939276661527,160.48890926405534,156.28668743650312,7672028
2022-03-17,160.82736223712456,159.78058041437583,161.26812800787587,160.25129212971552,7461202
2022-03-18,157.20250317409756,156.97296543035912,158.23043861366511,155.20244621842002,5294329
2022-03-19,157.1640510514811,155.44377166478222,159.7580278170555,155.29391235360137,8750981
2022-03-20,156.29305080932437,154.8474222029074,156.7578267427547,154.48564329795258,2199728
2022-03-21,152.39492792260137,152.25959119880136,152.64313842945595,150.92557031863666,2543992
2022-03-22,155.96765290727626,154.5519827128167,157.4212668925163,154.38168309530843,2959484
2022-03-23,155.92718269245293,154.84010625776764,156.83444122628853,154.92385511109862,1767128
2022-03-24,160.51722950976662,160.35377881827307,162.2074546032182,158.95929143183972,5509408
2022-03-25,154.9881791303901,154.0715778473328,157.39959380184052,154.39551141335468,3331774
2022-03-26,155.75643682876995,154.78704425450985,156.1678822932282,153.3409136366888,1434368
2022-03-27,154.8627986283808,154.53124954805426,156.60489588204365,154.30546776428469,7077449
2022-03-28,152.3723396736381,150.48094337963752,153.8888659548077,152.11744080396969,3834523
2022-03-29,156.77156402377446,155.07161328081312,157.20380038181406,155.46282594470298,2167498
2022-03-30,155.7649124693227,154.42686779466447,157.63690792590964,153.7899901508045,9905184
2022-03-31,155.61730066145216,154.69270953945096,156.4382219150345,154.30415018665153,4791296
2022-04-01,151.98987215930805,151.16634107613902,153.4533751149401,151.1596097634541,8020480
2022-04-02,156.38702400767946,155.08507707337756,156.63384098051066,154.71251045600815,3933811
2022-04-03,150.55005806315745,149.45919432434363,151.92881023479833,149.50905105692084,4833538
2022-04-04,154.2994944291053,154.17494821734152,155.21888483323374,151.5008913587254,9919757
2022-04-05,157.27856575226193,156.25356045472125,159.74570938581797,154.51063033345122,1238366
2022-04-06,150.68846936464823,149.07566213018254,150.85940554564033,149.18135390473194,7877037
2022-04-07,151.30900636547446,150.39052661028055,152.56482819022946,150.3253543834197,5407900
2022-04-08,152.41329559153004,152.30938243642152,153.78858986392436,150.20189834966013,9457123
2022-04-09,150.97992253861403,149.40736613984598,153.1549407675114,150.86978370816485,9805348
2022-04-10,148.65907633105994,148.256348766788,150.38193905633057,147.234769312929,9033076
2022-04-11,151.6718648519762,151.15462318220014,153.67350186355876,150.6628946691652,1941208
2022-04-12,149.18543103888638,148.8560183320218,151.51657889584163,146.4238233835787,5383233
2022-04-13,152.0336436287584,151.3732134990154,154.62025254973295,151.99763454694036,3967381
2022-04-14,149.025307510891,147.51180449951372,149.9669340010584,147.36686288373596,4114659
2022-04-15,153.7431542779309,152.70438255892302,155.3572223940226,151.52116353473102,8303667
2022-04-16,148.85749510850877,148.44773256020736,151.37781934382636,147.40244114593665,7537932
2022-04-17,149.5623350793306,147.80667492302652,152.5306884722258,149.30612598884244,6607414
2022-04-18,151.61784151423404,149.858677804331,154.28639944736534,148.70045734415035,7095513
2022-04-19,147.31547112251843,145.57431427242642,148.42987291039157,145.76143982839014,9411603
2022-04-20,150.02070587499927,149.54311345223618,150.6062054266552,148.17814714204223,2653005
2022-04-21,151.97099981828993,151.06852112992794,153.4391774305097,151.2611704701674,7243383
2022-04-22,145.93516519581706,143.96518588353533,148.1600895513252,144.48467094049664,1441168
2022-04-23,149.31545121201356,147.77142625939356,150.79315842427346,148.0280027361386,6947117
2022-04-24,149.2647791455533,149.21044430310218,150.7143217354943,149.04009161954733,9888079
2022-04-25,150.11040959498686,149.98000041246587,152.62510085823226,149.79192853434446,7074999
2022-04-26,145.87767310954757,144.94981035592292,146.96188444674914,143.36525555069124,5949331
2022-04-27,145.51867058814474,143.70023017642163,148.0980546125797,144.79921073152497,6280156
2022-04-28,149.0148110263346,147.93740743042918,150.23522542918977,148.4299362118387,9399122
2022-04-29,148.3797102056316,147.38408518956302,149.36440952266662,146.86497585188118,3144608
2022-04-30,148.10514029875222,147.89419289883895,149.46711003235131,145.79889890466467,6506126
2022-05-01,148.11919514497237,146.80563493552378,150.40653602099698,147.9333555892354,3930299
2022-05-02,145.8922510546159,144.24804473341547,146.27025713820788,144.16182729570113,8818441
2022-05-03,147.54679212279717,146.78595210778204,148.13604977041322,147.18916079427544,6091281
2022-05-04,147.50251866095056,145.9512949590999,150.35685313793982,147.3931355084737,1628373
2022-05-05,145.32598431951058,143.39703101170895,145.85245920165465,145.16775246302393,1633389
2022-05-06,150.32889110273385,149.92135818447846,152.03207305652703,147.8263987781085,9379482
2022-05-07,147.3921186133248,146.34545935093533,149.13006201331063,147.03820116244063,2157260
2022-05-08,143.91352369872024,143.3392477825511,145.38239708487097,143.77806960548335,8862148
2022-05-09,147.46559163836574,145.87988280029805,149.3998273840962,146.151891976937,7232474
2022-05-10,144.06425623346394,142.90906950170162,144.7537364108568,141.53227581763787,4355000
2022-05-11,147.4538079534908,146.1846431183902,149.11179475682104,146.6665828240229,4581311
2022-05-12,148.06783260082534,146.47200428159354,149.18435236656603,146.8026947482476,7158157
2022-05-13,143.98535938117763,143.19341843585272,145.9703611600652,143.86559178348637,4783831
2022-05-14,147.43473187041258,145.6045517335985,147.85840250053204,146.08749632800794,6182190
2022-05-15,146.22005994776833,145.15400221327604,147.93269219828676,144.48722070585694,2350093
2022-05-16,146.9304863241512,146.6145766784805,147.48629739030116,145.21776516289475,8645195
2022-05-17,148.9772524650764,147.5854542287388,149.8131816544215,147.9799723885533,9582299
2022-05-18,144.59570306983568,143.00918036895916,145.25183247080642,143.64910352784628,5475687
2022-05-19,143.48740831645569,142.85388496232062,144.03592165606213,143.1675374596459,6755327
2022-05-20,143.1299143707414,141.4155558567439,145.6070472254234,142.0295194088026,3592440
2022-05-21,143.19711560607857,141.38482909654704,144.05423830906125,142.89863159945966,9868577
2022-05-22,144.6001215598466,144.046312585091,147.38149290543996,142.30033372571043,3491721
2022-05-23,145.3680754174021,143.40103247197166,148.27785499343767,142.46925252415755,1682346
2022-05-24,145.17651536695362,144.8950923108561,146.89029677676493,142.2662919969535,8313861
2022-05-25,146.22083276178319,145.8168014249782,146.64983612978037,143.62561946365702,5995427
2022-05-26,144.54182334530367,144.17337366682762,145.66546807544242,142.7394468972848,3931659
2022-05-27,147.3783086157015,145.59032919568577,149.77150540574615,145.27571152396987,1199542
2022-05-28,143.9034582587934,142.59487315414347,145.00563044488462,143.04784085075215,4483802
2022-05-29,149.84079138370106,149.53658281725652,150.10184303860942,147.9484801231832,8381740
2022-05-30,145.62565374055944,144.74500690382274,147.29600847334402,144.2587050922398,6087365
2022-05-31,142.6400860921349,141.4094900419953,145.175448646623,141.1940340728041,5084032
2022-06-01,142.1989418988858,142.03201372890703,144.5867210603163,139.92561221776035,2223045
2022-06-02,145.29826436149898,143.5334316246843,145.82363378189004,144.45250929470723,9295445
2022-06-03,143.885272994571,142.27806592368793,145.9035668378084,142.93115415948745,2936983
2022-06-04,145.76538046214083,144.75496691498756,146.42689325244777,142.99145508875492,2404568
2022-06-05,145.29534899696864,143.3610957664503,145.94997160062516,145.12667611241574,1760956
2022-06-06,144.22103105913212,143.3855091005819,146.84324637904768,142.76412816389208,4554382
2022-06-07,142.69724094760065,140.72902030952764,143.44624780582134,139.95883854637705,8297881
2022-06-08,141.39159729629822,140.05575729869096,142.18133933585224,139.56050827284375,8122887
2022-06-09,143.56504456646496,142.29570201995708,143.56700473874886,141.92582334382857,5357847
2022-06-10,146.2139656507552,145.88205586016363,148.82597275313177,145.46473311306713,5565861
2022-06-11,144.9787475206433,143.21489200403403,147.3565319602707,143.94892105344996,1499964
2022-06-12,142.1147563526838,141.25977697684257,143.99674315795582,139.55861110526973,3997493
2022-06-13,145.01453110258734,144.6900642910224,147.26532839440387,143.33687670728196,8578729
2022-06-14,145.50697640962187,145.48176136967035,145.96312211189536,143.96274982835152,7638784
2022-06-15,143.04300788627535,141.92349651899858,144.41797867003808,142.74426874565526,9394043
2022-06-16,145.1987305122611,144.14393126801576,146.25238867430744,145.15064604289574,1139565
2022-06-17,145.09439552970406,143.65568828496575,145.3757251084751,142.20333996364292,3942905
2022-06-18,142.78483547442312,141.0043193683875,144.2432269300679,141.65387697256259,4428261
2022-06-19,145.88520502881454,145.7263918595285,148.64742397984244,144.07556584251603,7322954
2022-06-20,146.39606210521097,144.93306912453025,146.51623946236305,146.1569168856491,9190219
2022-06-21,147.5514152348999,147.17659134670475,148.4257979753813,145.50207237773077,6082281
2022-06-22,147.60963817824785,145.89328407193352,148.23226098686496,144.81193805212996,5754417
2022-06-23,142.8692592387114,141.2311322109881,143.5836991997085,141.14226347971916,2327654
2022-06-24,143.87729162010615,142.79570411013506,146.60259527574428,143.49894565297993,3627014
2022-06-25,146.91706937903874,145.4965837817921,148.3212765417416,145.1719047966183,8995018
2022-06-26,147.05427129148177,146.42557106511427,148.45316953030124,144.7552296521678,6936419
2022-06-27,147.2020651193832,146.25972932151757,149.48379204674904,145.98281550966115,8210547
2022-06-28,154.02819578629112,152.38492199087017,154.4916723983059,151.3886825424667,8313184
2022-06-29,147.6206890007567,146.70215860641028,149.08248506305685,145.6746401406846,1447628
2022-06-30,148.9115425424088,148.1959460117579,150.20149818477196,146.2137957875412,6303441
2022-07-01,148.71515880227133,147.72673390777072,150.5058908739113,146.84464286852932,9853143
2022-07-02,148.2818318293902,146.62533332451576,151.2805049391415,147.88796791337572,3648191
2022-07-03,146.52546097772827,145.85504488298653,148.8338076599744,145.5963858444127,2348894
2022-07-04,148.85584698964672,148.50832380337525,150.049444098699,148.25046214488935,7151990
2022-07-05,145.97902585898757,144.554997818326,148.4616850158097,143.252546365837,9445180
2022-07-06,147.24256211513887,145.5906056897227,147.7546872050763,144.96136191327642,4550985
2022-07-07,146.94164421051414,146.74036925346707,147.03303526944103,144.91244910378413,3513595
2022-07-08,148.27683119505238,147.7970829695405,148.8901763124452,147.37393223615751,9161665
2022-07-09,152.94753911668855,152.66359513716657,153.96877378503132,152.3954048005379,1737550
2022-07-10,144.79314314636602,144.09726032320168,146.3248854187447,142.52378988239929,6007106
2022-07-11,150.11384023835365,149.2131382805428,151.95922765997724,148.69136640071642,2798954
2022-07-12,145.73360886278095,144.23595618885435,148.46542601442422,145.05624020632908,1929090
2022-07-13,148.2368491093643,146.93455393960096,149.76641113801568,146.38698317486848,3802743
2022-07-14,151.58411232643925,150.3422551914824,153.08793926031643,151.4631107700239,9776510
2022-07-15,149.76396766574246,149.05921777252314,149.9146966952114,148.7854569033577,7165706
2022-07-16,147.71268257895065,146.02978747278112,147.8174172369193,146.30701159517724,2900302
2022-07-17,148.67376478784223,147.7311904530459,150.32724467359134,148.22988978551402,6846636
2022-07-18,151.70306871929202,149.7448588432617,153.01760455903704,148.7491052865195,1684659
2022-07-19,149.1258052080395,147.85752093144802,151.6433463929804,148.49851311427068,8430747
2022-07-20,151.26514642589666,151.01261694276766,151.7471851800322,150.87408703576688,8410825
2022-07-21,151.17194860368727,149.8195934795364,151.24686359003843,150.56134398202659,9828325
2022-07-22,150.0289223597854,149.378714328922,151.3760386635758,147.72173896030623,7927416
2022-07-23,155.87392763631348,154.5012732429413,156.58636330657026,154.59741065849795,6385201
2022-07-24,153.11024635077683,152.97096405445203,153.25908947079336,151.4139985315192,8360401
2022-07-25,148.05079705029485,147.70103417594294,150.22459191083774,147.98776957933578,3241105
2022-07-26,152.7348210049144,151.02334648710283,153.06960000478614,152.63152707919446,2320307
2022-07-27,151.30117563346417,150.84681651941713,153.12613413348748,149.9636989839831,5675431
2022-07-28,154.59430598889597,152.9202237384101,155.43745523939663,152.14434025929108,8054378
2022-07-29,151.57079052728665,151.01223835037783,152.0912786783517,148.91507389116396,6119641
2022-07-30,153.1943000180721,151.9085361979547,154.33355458683008,152.9341803152852,6753670
2022-07-31,154.70308187209665,153.314780725077,157.10741920076552,153.08799256579357,2095589
2022-08-01,155.69519005480282,154.6698805485127,156.87147078551655,152.955500995965,5826176
2022-08-02,151.83474078384353,151.22411943045006,154.0870497314767,150.67082252064986,9466721
2022-08-03,153.83890959283963,153.41362084009742,154.21536848323709,151.35021209855452,2921792
2022-08-04,153.8313668150128,153.76498810588797,156.14968107400804,153.4302798518145,6754068
2022-08-05,153.74855313737913,153.1406603348977,154.45935311209908,150.94236966837573,2539219
2022-08-06,158.86052454175172,157.55419896068915,160.89270393141834,156.6062545891578,5589716
2022-08-07,156.41427545154326,154.5376658146463,158.11162011606626,153.59027227318256,1085395
2022-08-08,153.3573726310803,151.6149636665542,156.14480678271536,151.32752093042276,7063389
2022-08-09,157.98966643378648,156.45753688071588,159.15163398771242,156.8994546377882,8732605
2022-08-10,160.6728713882934,159.0959767017868,160.8713669547967,157.85832787071922,9061792
2022-08-11,158.7677615068442,157.43779169989222,158.82522796349798,157.94106117791668,8876375
2022-08-12,153.9378598822689,153.4172861671369,156.41843556518717,152.9413423160837,2093060
2022-08-13,156.2812389521519,154.46684889074024,157.8554458651362,154.17881369814668,4235863
2022-08-14,160.0558171719525,158.71435254814082,162.38154932745735,157.75986827337633,5383030
2022-08-15,156.37796676504823,155.25708550308735,157.08124356508276,153.58975631350077,9602831
2022-08-16,158.9511215952089,158.72914265678193,159.98637283174858,158.33671436804025,5169495
2022-08-17,159.88163799831784,158.987526910705,159.9719496149518,157.48764389266017,3612761
2022-08-18,156.74595091655524,155.8252343741514,159.6304278902776,154.53031275636437,2995457
2022-08-19,158.7466035513748,157.01747633232944,160.75020727147722,158.55521988261398,2013071
2022-08-20,152.64720905417448,151.5539126137989,155.4468243174524,151.48553963054385,4275072
2022-08-21,157.34315272964602,156.5823516317052,158.13964195193324,156.49485635846574,5817842
2022-08-22,159.14691973984486,157.19331908282354,160.98131057352185,158.23344846678276,9676514
2022-08-23,157.41441170696314,157.1929705203105,159.44991161184106,154.46557106829903,4327786
2022-08-24,163.43036834581096,162.58527148918708,164.38301744658372,161.5020361053712,6932572
2022-08-25,157.55832941777237,157.47428006742956,160.10265712281927,155.40530094439188,3145977
2022-08-26,159.7889431165742,158.30913487504031,162.63042750527492,156.85909020462915,7714662
2022-08-27,161.17814302701035,159.34198992261204,163.83270838009835,160.04653767963742,3226217
2022-08-28,164.04390624956304,163.48383159046205,166.26110717738115,161.6383857442046,1632731
2022-08-29,158.53126118928952,156.8145778356913,159.36365522846438,157.22766829937603,9750364
2022-08-30,163.96772878502037,163.38329232409657,164.81257691133726,161.35912776957542,3214826
2022-08-31,161.89693713850605,160.07539681521823,164.78701809984415,161.35496451457215,4260802
2022-09-01,160.14504349093133,158.63711968373775,160.1758969787384,157.3019849597385,9905865
2022-09-02,163.26024585397775,161.65043230029488,165.40839577370417,162.6039307287451,5590778
2022-09-03,162.95839532419456,162.92238221299365,165.07713381186034,161.97973380325175,6149387
2022-09-04,161.58021106691055,159.6545903527625,163.44827968975994,159.31163436459022,6396910
2022-09-05,163.13662513184497,161.68328314770432,166.10695167010556,161.95535970714874,8827881
2022-09-06,162.43865507837722,161.82915288760495,163.3742933856684,160.6140209480779,4561497
2022-09-07,163.64434396206468,161.98555463234698,164.66425955344442,162.31062345885638,8318898
2022-09-08,164.94524650696857,164.3822041101387,165.18206471580825,162.71813669569923,1262199
2022-09-09,166.9922295130858,165.24672183395353,168.320623922717,166.30723575597995,3870524
2022-09-10,161.53919921617268,161.3140384353488,162.3223447948772,161.36382525446206,2137273
2022-09-11,168.4708465743948,167.06347461947323,169.50100668092776,167.5710583819756,8441537
2022-09-12,160.48576374649952,159.4043667932097,162.9894791172664,159.06283775189422,4867293
2022-09-13,164.26663624568542,164.07356730529455,167.0730897862679,163.76257608910737,7107511
2022-09-14,165.92211626351914,165.43832860700147,166.4793154795347,164.85772439455,1033734
2022-09-15,165.47765323728333,165.4528451647287,166.59518003194373,164.27770418240263,1213299
2022-09-16,163.83527747962287,162.89774154869386,166.62116916596906,163.66310194855805,3771034
2022-09-17,164.82416880847202,164.22163828695201,165.0095941905397,163.07424706391942,9531336
2022-09-18,164.40879174177854,163.21207677318301,164.68587332611267,161.75576145786468,1671253
2022-09-19,164.3650050384079,163.77052942299068,164.8533780060266,163.90977629954875,7688304
2022-09-20,167.38636089433427,166.7865226713203,169.1719993967149,165.59293685412973,7911616
2022-09-21,166.5390150849596,165.0526286874964,166.9904318979776,164.54479747022705,2006152
2022-09-22,164.5713251964032,164.4750395244465,167.4755543407554,163.31332115514533,7615379
2022-09-23,167.88276845352365,166.07697846313968,169.2229120352992,165.77947569143083,6626211
2022-09-24,166.81879091044982,165.11426316166745,168.32334479150032,165.5865962799768,4262331
2022-09-25,167.94467660021064,166.60906723375783,168.68465244762686,166.43076473627835,4993767
2022-09-26,167.687050053434,166.50060691321923,169.09993081073821,167.66499091977073,4825091
2022-09-27,164.87266779793296,163.08806280165365,166.858408695844,162.7975074555289,7914152
2022-09-28,165.50713634132262,165.13647598226518,167.76066775218476,163.52310830448846,6015551
2022-09-29,168.2128549047664,168.05491658038474,170.47445915289615,168.09765227278737,9026261
2022-09-30,168.0236635280684,167.54464318824932,169.75733686615067,166.918913205883,7636393
2022-10-01,166.8396223677157,165.25046581031532,169.55270169269727,163.9025268453407,7701354
2022-10-02,167.1883952537394,167.11905472028644,169.64061879565773,165.92618556603355,4689638
2022-10-03,169.57516661394004,168.40955294377306,171.84631095803593,168.0693303985445,5486856
2022-10-04,165.89654474746519,163.90566971508255,166.06336131250657,163.16675427298603,7955653
2022-10-05,168.22746427169182,166.51607208401674,168.24809815835076,166.07567864409455,2208957
2022-10-06,166.77617834879035,165.73328697070318,167.41352018037676,165.02996795541767,7232302
2022-10-07,166.78619240708676,166.65891058851346,168.77676318882712,164.39277836306354,2141766
2022-10-08,169.45378553487353,167.79103850610213,170.68737800152118,166.86068673550562,7259471
2022-10-09,168.93542023907682,167.7374632227224,170.14263901697475,167.56475602386502,1524658
2022-10-10,168.9336380495176,168.70377205539847,171.58739871420644,167.5083129547221,6619236
2022-10-11,169.9332839878294,169.7455694181827,172.61997253222492,168.7751311808739,9108196
2022-10-12,167.37372284523173,165.55446920635853,170.10124863739247,164.47360442517635,1003196
2022-10-13,168.69869991471566,167.3602993888395,169.64033414426075,166.6072011518446,4657919
2022-10-14,166.71104211092202,165.0524685122885,168.7842095491398,166.4613729122978,7129877
2022-10-15,167.97040962573067,166.21245182516614,168.78530916955378,165.3815307557916,7105661
2022-10-16,167.046032528264,165.90248782416734,167.61786202748735,165.6043527057552,8142727
2022-10-17,167.47831743673188,166.4434247332218,168.032214808774,167.2720557174644,3603680
2022-10-18,168.4464402580881,167.58558543744613,169.47276312067888,166.79728849259817,7209774
2022-10-19,165.58531197433618,164.95141879875393,166.87518483367563,164.33381913740908,1858811
2022-10-20,171.3660179658455,170.49682604412806,173.8588654790107,168.73276975125762,5064337
2022-10-21,165.1226020536626,163.5748427422023,165.48227533408075,164.51061824283445,4636119
